문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
15903,Silver I,카드 합체 놀이,19639,8723,7220,43.734%,https://www.acmicpc.net/problem/15903
3109,Gold II,빵집,30188,10979,7138,31.826%,https://www.acmicpc.net/problem/3109
16435,Silver V,스네이크버드,10014,7470,6594,74.977%,https://www.acmicpc.net/problem/16435
1417,Silver V,국회의원 선거,17274,7542,6435,44.771%,https://www.acmicpc.net/problem/1417
10775,Gold II,공항,24216,8588,6433,35.399%,https://www.acmicpc.net/problem/10775
1783,Silver III,병든 나이트,16527,7214,6123,43.555%,https://www.acmicpc.net/problem/1783
1092,Gold V,배,32234,8396,5937,25.177%,https://www.acmicpc.net/problem/1092
2810,Bronze I,컵홀더,12533,6786,5907,54.272%,https://www.acmicpc.net/problem/2810
18310,Silver III,안테나,20347,7291,5814,35.911%,https://www.acmicpc.net/problem/18310
1969,Silver IV,DNA,12158,6752,5642,57.536%,https://www.acmicpc.net/problem/1969
19941,Silver III,햄버거 분배,14091,6948,5603,50.541%,https://www.acmicpc.net/problem/19941
2828,Silver V,사과 담기 게임,13913,6983,5555,51.502%,https://www.acmicpc.net/problem/2828
1041,Gold V,주사위,22060,6269,5309,28.525%,https://www.acmicpc.net/problem/1041
2012,Silver III,등수 매기기,16258,6324,5203,38.589%,https://www.acmicpc.net/problem/2012
1052,Gold V,물병,16617,6603,5103,39.715%,https://www.acmicpc.net/problem/1052
11497,Silver I,통나무 건너뛰기,10487,6196,4965,60.051%,https://www.acmicpc.net/problem/11497
13904,Gold III,과제,11377,6074,4824,53.028%,https://www.acmicpc.net/problem/13904
1461,Gold IV,도서관,11791,5928,4741,50.005%,https://www.acmicpc.net/problem/1461
15904,Silver V,UCPC는 무엇의 약자일까?,13572,5544,4707,41.493%,https://www.acmicpc.net/problem/15904
2109,Gold III,순회강연,15767,6294,4633,38.337%,https://www.acmicpc.net/problem/2109
9237,Silver V,이장님 초대,8351,5160,4511,63.571%,https://www.acmicpc.net/problem/9237
1781,Gold II,컵라면,18170,6056,4494,33.418%,https://www.acmicpc.net/problem/1781
1758,Silver IV,알바생 강호,11751,5386,4471,44.488%,https://www.acmicpc.net/problem/1758
13164,Gold V,행복 유치원,9475,5281,4324,56.032%,https://www.acmicpc.net/problem/13164
11508,Silver IV,2+1 세일,8437,4994,4212,60.266%,https://www.acmicpc.net/problem/11508
14720,Bronze II,우유 축제,7947,4730,4174,61.113%,https://www.acmicpc.net/problem/14720
2138,Gold IV,전구와 스위치,14430,5362,4151,38.037%,https://www.acmicpc.net/problem/2138
14659,Bronze I,한조서열정리하고옴ㅋㅋ,12119,4966,4005,40.582%,https://www.acmicpc.net/problem/14659
2457,Gold III,공주님의 정원,21439,5750,4001,26.795%,https://www.acmicpc.net/problem/2457
19939,Silver IV,박 터뜨리기,13471,5079,3988,37.619%,https://www.acmicpc.net/problem/19939
13975,Gold IV,파일 합치기 3,9066,4558,3695,49.188%,https://www.acmicpc.net/problem/13975
1105,Silver I,팔,13613,4450,3618,31.651%,https://www.acmicpc.net/problem/1105
8980,Gold I,택배,11214,4802,3530,43.905%,https://www.acmicpc.net/problem/8980
21758,Gold V,꿀 따기,12155,4414,3352,37.901%,https://www.acmicpc.net/problem/21758
1448,Silver III,삼각형 만들기,9144,3926,3165,43.964%,https://www.acmicpc.net/problem/1448
1911,Gold V,흙길 보수하기,10495,4099,3127,38.651%,https://www.acmicpc.net/problem/1911
14469,Silver IV,소가 길을 건너간 이유 3,5731,3736,3125,66.745%,https://www.acmicpc.net/problem/14469
9576,Gold II,책 나눠주기,14444,4203,2986,27.379%,https://www.acmicpc.net/problem/9576
17615,Silver I,볼 모으기,9094,3762,2953,41.904%,https://www.acmicpc.net/problem/17615
1374,Gold V,강의실,8053,3633,2890,46.122%,https://www.acmicpc.net/problem/1374
19598,Gold V,최소 회의실 개수,8371,3690,2828,44.050%,https://www.acmicpc.net/problem/19598
14487,Bronze II,욱제는 효도쟁이야!!,4132,3136,2724,76.598%,https://www.acmicpc.net/problem/14487
4889,Silver I,안정적인 문자열,6987,3304,2710,46.580%,https://www.acmicpc.net/problem/4889
9009,Silver I,피보나치,6019,3359,2705,56.011%,https://www.acmicpc.net/problem/9009
1246,Silver IV,온라인 판매,6931,3017,2678,44.003%,https://www.acmicpc.net/problem/1246
1083,Gold IV,소트,12896,3282,2644,28.182%,https://www.acmicpc.net/problem/1083
22864,Bronze II,피로도,6496,2899,2511,44.569%,https://www.acmicpc.net/problem/22864
20115,Silver III,에너지 드링크,4160,2995,2480,71.614%,https://www.acmicpc.net/problem/20115
16496,Platinum V,큰 수 만들기,10602,3315,2431,29.635%,https://www.acmicpc.net/problem/16496
3135,Silver V,라디오,4275,2625,2379,62.310%,https://www.acmicpc.net/problem/3135
7570,Gold II,줄 세우기,8753,2997,2366,40.183%,https://www.acmicpc.net/problem/7570
20044,Silver IV,Project Teams,3921,2721,2344,70.496%,https://www.acmicpc.net/problem/20044
6550,Silver V,부분 문자열,7225,2782,2246,39.163%,https://www.acmicpc.net/problem/6550
13413,Silver IV,오셀로 재배치,4927,2834,2235,58.173%,https://www.acmicpc.net/problem/13413
13417,Silver III,카드 문자열,4291,2581,2204,61.841%,https://www.acmicpc.net/problem/13417
1826,Gold II,연료 채우기,9235,2838,2190,30.058%,https://www.acmicpc.net/problem/1826
1817,Silver V,짐 챙기는 숌,5168,2429,2182,48.296%,https://www.acmicpc.net/problem/1817
1141,Silver I,접두사,4777,2563,2161,55.424%,https://www.acmicpc.net/problem/1141
11034,Bronze III,캥거루 세마리2,6165,2421,2111,40.911%,https://www.acmicpc.net/problem/11034
2141,Gold IV,우체국,11025,2698,2103,25.839%,https://www.acmicpc.net/problem/2141
14939,Platinum IV,불 끄기,5688,2597,2088,44.894%,https://www.acmicpc.net/problem/14939
1285,Gold I,동전 뒤집기,7608,3174,2072,43.365%,https://www.acmicpc.net/problem/1285
20365,Silver III,블로그2,5210,2427,1987,45.879%,https://www.acmicpc.net/problem/20365
20300,Silver III,서강근육맨,6306,2353,1977,36.877%,https://www.acmicpc.net/problem/20300
11509,Gold V,풍선 맞추기,7503,2620,1976,37.199%,https://www.acmicpc.net/problem/11509
3687,Gold II,성냥개비,7689,2647,1951,33.574%,https://www.acmicpc.net/problem/3687
12018,Silver III,Yonsei TOTO,6373,2314,1943,35.347%,https://www.acmicpc.net/problem/12018
1135,Gold II,뉴스 전하기,4880,2335,1925,48.861%,https://www.acmicpc.net/problem/1135
19539,Gold V,사과나무,5492,2258,1915,43.053%,https://www.acmicpc.net/problem/19539
20310,Silver III,타노스,4470,2043,1813,49.794%,https://www.acmicpc.net/problem/20310
1082,Gold III,방 번호,6950,2294,1801,33.296%,https://www.acmicpc.net/problem/1082
2873,Platinum III,롤러코스터,8918,2488,1798,28.476%,https://www.acmicpc.net/problem/2873
1515,Silver III,수 이어 쓰기,4369,2092,1747,49.322%,https://www.acmicpc.net/problem/1515
25379,Silver IV,피하자,8112,2416,1733,31.412%,https://www.acmicpc.net/problem/25379
5545,Silver III,최고의 피자,4521,1922,1677,44.554%,https://www.acmicpc.net/problem/5545
11256,Silver V,사탕,2532,1719,1563,69.839%,https://www.acmicpc.net/problem/11256
1422,Platinum IV,숫자의 신,7123,2049,1557,28.227%,https://www.acmicpc.net/problem/1422
1263,Gold V,시간 관리,4312,1838,1556,43.379%,https://www.acmicpc.net/problem/1263
17224,Bronze I,APC는 왜 서브태스크 대회가 되었을까?,3856,1826,1551,52.764%,https://www.acmicpc.net/problem/17224
2613,Gold II,숫자구슬,8579,2206,1508,26.924%,https://www.acmicpc.net/problem/2613
20186,Silver IV,수 고르기,2923,1857,1496,65.816%,https://www.acmicpc.net/problem/20186
1493,Gold II,박스 채우기,7225,2077,1488,29.034%,https://www.acmicpc.net/problem/1493
12933,Silver II,오리,5805,1930,1463,33.540%,https://www.acmicpc.net/problem/12933
1201,Platinum III,NMK,5588,1910,1461,35.154%,https://www.acmicpc.net/problem/1201
15720,Silver V,카우버거,2344,1553,1407,69.072%,https://www.acmicpc.net/problem/15720
28014,Bronze III,첨탑 밀어서 부수기,4313,1641,1386,38.672%,https://www.acmicpc.net/problem/28014
20207,Gold V,달력,4152,1794,1371,41.939%,https://www.acmicpc.net/problem/20207
1132,Gold III,합,4796,1628,1369,35.229%,https://www.acmicpc.net/problem/1132
12845,Silver III,모두의 마블,2482,1634,1353,63.972%,https://www.acmicpc.net/problem/12845
12931,Gold V,두 배 더하기,2606,1593,1350,61.031%,https://www.acmicpc.net/problem/12931
10165,Platinum V,버스 노선,5533,1759,1298,33.087%,https://www.acmicpc.net/problem/10165
2885,Silver II,초콜릿 식사,3533,1501,1282,42.606%,https://www.acmicpc.net/problem/2885
2891,Silver V,카약과 강풍,6308,1528,1269,28.301%,https://www.acmicpc.net/problem/2891
19940,Gold V,피자 오븐,6655,1713,1256,26.706%,https://www.acmicpc.net/problem/19940
25400,Bronze I,제자리,2697,1547,1251,59.856%,https://www.acmicpc.net/problem/25400
16208,Silver V,귀찮음,2992,1607,1245,53.873%,https://www.acmicpc.net/problem/16208
1036,Gold I,36진수,6786,1665,1235,24.879%,https://www.acmicpc.net/problem/1036
28324,Silver IV,스케이트 연습,4053,1551,1225,40.020%,https://www.acmicpc.net/problem/28324
25644,Silver V,최대 상승,3290,1477,1217,48.428%,https://www.acmicpc.net/problem/25644
2872,Silver I,우리집엔 도서관이 있어,3530,1461,1176,43.347%,https://www.acmicpc.net/problem/2872
18238,Bronze II,ZOAC 2,1741,1312,1166,77.424%,https://www.acmicpc.net/problem/18238
1071,Platinum V,소트,5226,1435,1144,30.629%,https://www.acmicpc.net/problem/1071
21313,Bronze II,문어,1925,1294,1130,66.392%,https://www.acmicpc.net/problem/21313
26215,Silver III,눈 치우기,3585,1353,1120,39.971%,https://www.acmicpc.net/problem/26215
2057,Silver V,팩토리얼 분해,4457,1284,1106,30.376%,https://www.acmicpc.net/problem/2057
14698,Gold IV,전생했더니 슬라임 연구자였던 건에 대하여 (Hard),6142,1434,1086,22.277%,https://www.acmicpc.net/problem/14698
21314,Silver I,민겸 수,3739,1336,1082,35.569%,https://www.acmicpc.net/problem/21314
1689,Gold IV,겹치는 선분,3460,1387,1034,41.162%,https://www.acmicpc.net/problem/1689
15881,Bronze I,Pen Pineapple Apple Pen,2291,1172,1019,52.472%,https://www.acmicpc.net/problem/15881
12782,Silver IV,비트 우정지수,1823,1272,997,70.609%,https://www.acmicpc.net/problem/12782
14655,Silver V,욱제는 도박쟁이야!!,1400,1154,994,83.529%,https://www.acmicpc.net/problem/14655
12788,Silver IV,제 2회 IUPC는 잘 개최될 수 있을까?,1902,1086,986,59.148%,https://www.acmicpc.net/problem/12788
1727,Gold II,커플 만들기,4520,1266,972,31.081%,https://www.acmicpc.net/problem/1727
14247,Silver II,나무 자르기,2527,1236,969,47.570%,https://www.acmicpc.net/problem/14247
7983,Gold V,내일 할거야,2590,1218,968,48.303%,https://www.acmicpc.net/problem/7983
2879,Gold III,코딩은 예쁘게,3183,1277,965,42.914%,https://www.acmicpc.net/problem/2879
27961,Bronze I,고양이는 많을수록 좋다,2738,1092,960,40.886%,https://www.acmicpc.net/problem/27961
17371,Gold I,이사,2424,1114,937,46.409%,https://www.acmicpc.net/problem/17371
12927,Silver IV,배수 스위치,1577,1101,918,71.719%,https://www.acmicpc.net/problem/12927
2258,Gold IV,정육점,6811,1258,906,17.650%,https://www.acmicpc.net/problem/2258
16206,Silver I,롤케이크,3611,1145,901,30.803%,https://www.acmicpc.net/problem/16206
1114,Gold I,통나무 자르기,5550,1295,896,23.243%,https://www.acmicpc.net/problem/1114
28062,Bronze II,준석이의 사탕 사기,1738,984,892,57.735%,https://www.acmicpc.net/problem/28062
2262,Gold IV,토너먼트 만들기,2240,1091,889,51.151%,https://www.acmicpc.net/problem/2262
2590,Gold IV,색종이,5616,1065,885,22.236%,https://www.acmicpc.net/problem/2590
25496,Silver V,장신구 명장 임스,1803,938,883,52.279%,https://www.acmicpc.net/problem/25496
2513,Gold III,통학버스,2889,1113,876,38.951%,https://www.acmicpc.net/problem/2513
25176,Bronze I,청정수열 (Easy),1156,923,865,81.835%,https://www.acmicpc.net/problem/25176
2785,Silver I,체인,2604,1173,865,44.223%,https://www.acmicpc.net/problem/2785
25556,Gold V,포스택,2894,1203,863,39.917%,https://www.acmicpc.net/problem/25556
1398,Gold II,동전 문제,4267,1144,858,28.336%,https://www.acmicpc.net/problem/1398
17503,Silver I,맥주 축제,3765,1171,846,29.947%,https://www.acmicpc.net/problem/17503
17262,Silver IV,팬덤이 넘쳐흘러,2072,1038,844,49.070%,https://www.acmicpc.net/problem/17262
2865,Silver IV,나는 위대한 슈퍼스타K,2253,969,827,43.549%,https://www.acmicpc.net/problem/2865
30018,Bronze III,타슈,1089,928,820,86.407%,https://www.acmicpc.net/problem/30018
2036,Gold V,수열의 점수,3622,976,807,26.468%,https://www.acmicpc.net/problem/2036
19564,Bronze I,반복,1570,898,802,58.158%,https://www.acmicpc.net/problem/19564
13560,Platinum V,축구 게임,4800,1038,799,25.700%,https://www.acmicpc.net/problem/13560
25214,Silver IV,크림 파스타,1796,1017,798,57.082%,https://www.acmicpc.net/problem/25214
2195,Gold V,문자열 복사,1826,969,792,53.878%,https://www.acmicpc.net/problem/2195
27930,Bronze I,당신은 운명을 믿나요?,1746,882,787,57.070%,https://www.acmicpc.net/problem/27930
6137,Gold IV,문자열 생성,3942,1000,783,24.669%,https://www.acmicpc.net/problem/6137
15729,Silver II,방탈출,2012,1014,782,49.556%,https://www.acmicpc.net/problem/15729
30805,Gold IV,사전 순 최대 공통 부분 수열,3118,916,776,30.721%,https://www.acmicpc.net/problem/30805
23843,Gold V,콘센트,1884,944,769,49.613%,https://www.acmicpc.net/problem/23843
16678,Gold V,모독,3346,958,764,28.896%,https://www.acmicpc.net/problem/16678
16112,Silver II,5차 전직,2358,911,761,38.107%,https://www.acmicpc.net/problem/16112
4716,Gold I,풍선,4169,1044,760,25.435%,https://www.acmicpc.net/problem/4716
25631,Silver V,마트료시카 합치기,1499,851,745,59.552%,https://www.acmicpc.net/problem/25631
6209,Gold II,제자리 멀리뛰기,2335,925,739,40.919%,https://www.acmicpc.net/problem/6209
22993,Silver IV,서든어택 3,2608,926,735,34.556%,https://www.acmicpc.net/problem/22993
10803,Platinum III,정사각형 만들기,3793,1091,720,28.016%,https://www.acmicpc.net/problem/10803
28323,Bronze I,불안정한 수열,1762,944,715,56.656%,https://www.acmicpc.net/problem/28323
14572,Platinum V,스터디 그룹,2233,857,695,36.929%,https://www.acmicpc.net/problem/14572
20363,Silver IV,당근 키우기,1077,769,693,73.959%,https://www.acmicpc.net/problem/20363
2697,Silver II,다음수 구하기,1438,855,688,62.467%,https://www.acmicpc.net/problem/2697
28353,Silver III,고양이 카페,1339,775,679,62.638%,https://www.acmicpc.net/problem/28353
17828,Silver I,문자열 화폐,2510,827,674,32.608%,https://www.acmicpc.net/problem/17828
28325,Gold V,호숫가의 개미굴,4662,1000,671,21.957%,https://www.acmicpc.net/problem/28325
2140,Gold IV,지뢰찾기,2375,818,671,36.970%,https://www.acmicpc.net/problem/2140
17451,Silver III,평행 우주,2388,836,670,33.601%,https://www.acmicpc.net/problem/17451
14464,Gold I,소가 길을 건너간 이유 4,3021,874,657,29.187%,https://www.acmicpc.net/problem/14464
9440,Silver II,숫자 더하기,1990,777,654,42.523%,https://www.acmicpc.net/problem/9440
23559,Gold V,밥,2328,780,651,35.730%,https://www.acmicpc.net/problem/23559
1455,Silver I,뒤집기 II,1297,746,651,61.127%,https://www.acmicpc.net/problem/1455
20937,Silver IV,떡국,1725,781,637,45.403%,https://www.acmicpc.net/problem/20937
2831,Gold IV,댄스 파티,2246,775,630,34.826%,https://www.acmicpc.net/problem/2831
14471,Bronze II,포인트 카드,1002,709,628,72.685%,https://www.acmicpc.net/problem/14471
29615,Silver V,알파빌과 베타빌,1048,662,610,67.107%,https://www.acmicpc.net/problem/29615
20921,Silver I,그렇고 그런 사이,1294,730,610,57.493%,https://www.acmicpc.net/problem/20921
20413,Silver II,MVP 다이아몬드 (Easy),1255,706,609,61.268%,https://www.acmicpc.net/problem/20413
1464,Gold IV,뒤집기 3,1986,754,609,41.684%,https://www.acmicpc.net/problem/1464
30700,Bronze II,KOREA 문자열 만들기,1066,680,606,64.537%,https://www.acmicpc.net/problem/30700
25707,Silver V,팔찌 만들기,965,704,606,73.812%,https://www.acmicpc.net/problem/25707
30457,Silver V,단체줄넘기,850,656,605,79.292%,https://www.acmicpc.net/problem/30457
14927,Platinum IV,전구 끄기,1470,837,605,57.839%,https://www.acmicpc.net/problem/14927
2220,Platinum IV,힙 정렬,1611,778,604,57.089%,https://www.acmicpc.net/problem/2220
16162,Silver IV,가희와 3단 고음,1124,701,589,65.590%,https://www.acmicpc.net/problem/16162
1379,Gold III,강의실 2,2010,791,585,38.086%,https://www.acmicpc.net/problem/1379
21761,Platinum V,초직사각형,3144,807,581,27.919%,https://www.acmicpc.net/problem/21761
26099,Silver IV,설탕 배달 2,1694,694,576,46.906%,https://www.acmicpc.net/problem/26099
28063,Bronze I,동전 복사,1068,636,575,59.771%,https://www.acmicpc.net/problem/28063
1437,Gold IV,수 분해,1593,659,575,43.201%,https://www.acmicpc.net/problem/1437
15553,Gold V,난로,1138,736,570,65.517%,https://www.acmicpc.net/problem/15553
2374,Gold IV,같은 수로 만들기,2282,814,570,37.085%,https://www.acmicpc.net/problem/2374
23351,Silver III,물 주기,966,658,567,72.506%,https://www.acmicpc.net/problem/23351
5002,Silver II,도어맨,1562,675,553,45.143%,https://www.acmicpc.net/problem/5002
14908,Gold I,구두 수선공,1294,636,537,49.953%,https://www.acmicpc.net/problem/14908
2878,Gold II,캔디캔디,2961,719,528,24.513%,https://www.acmicpc.net/problem/2878
27919,Silver IV,UDPC 파티,2535,626,525,25.535%,https://www.acmicpc.net/problem/27919
12034,Silver V,김인천씨의 식료품가게 (Large),1344,643,521,46.853%,https://www.acmicpc.net/problem/12034
2450,Gold II,모양 정돈,1462,666,519,45.367%,https://www.acmicpc.net/problem/2450
2285,Gold IV,우체국,2411,592,509,34.722%,https://www.acmicpc.net/problem/2285
25943,Silver IV,양팔저울,888,591,498,67.940%,https://www.acmicpc.net/problem/25943
31067,Bronze I,다오의 경주 대회,791,535,497,68.741%,https://www.acmicpc.net/problem/31067
25918,Silver I,북극곰은 괄호를 찢어,1718,666,494,41.478%,https://www.acmicpc.net/problem/25918
2232,Silver II,지뢰,1622,644,489,42.411%,https://www.acmicpc.net/problem/2232
24390,Silver II,또 전자레인지야?,1530,581,485,38.553%,https://www.acmicpc.net/problem/24390
20117,Silver I,호반우 상인의 이상한 품질 계산법,958,557,480,60.991%,https://www.acmicpc.net/problem/20117
15889,Silver III,호 안에 수류탄이야!!,2196,629,479,28.648%,https://www.acmicpc.net/problem/15889
9082,Gold IV,지뢰찾기,1307,605,477,51.568%,https://www.acmicpc.net/problem/9082
19644,Gold III,좀비 떼가 기관총 진지에도 오다니,2918,675,463,22.774%,https://www.acmicpc.net/problem/19644
18234,Gold III,당근 훔쳐 먹기,1234,578,462,45.562%,https://www.acmicpc.net/problem/18234
29155,Silver III,개발자 지망생 구름이의 취업 뽀개기,681,495,459,73.913%,https://www.acmicpc.net/problem/29155
24337,Gold III,가희와 탑,2295,601,458,24.730%,https://www.acmicpc.net/problem/24337
24041,Gold IV,성싶당 밀키트,2711,663,456,22.104%,https://www.acmicpc.net/problem/24041
29767,Silver IV,점수를 최대로,1075,501,452,50.334%,https://www.acmicpc.net/problem/29767
26070,Silver III,곰곰이와 학식,1527,552,450,37.847%,https://www.acmicpc.net/problem/26070
30019,Bronze II,강의실 예약 시스템,1006,534,449,54.756%,https://www.acmicpc.net/problem/30019
2464,Gold I,비밀번호,2333,517,448,27.757%,https://www.acmicpc.net/problem/2464
1045,Gold I,도로,1934,586,448,30.007%,https://www.acmicpc.net/problem/1045
3213,Silver IV,피자,1961,508,447,28.078%,https://www.acmicpc.net/problem/3213
1548,Gold V,부분 삼각 수열,1301,538,446,42.639%,https://www.acmicpc.net/problem/1548
17420,Gold I,깊콘이 넘쳐흘러,2810,593,440,23.025%,https://www.acmicpc.net/problem/17420
1508,Gold II,레이스,1669,599,439,34.952%,https://www.acmicpc.net/problem/1508
2405,Gold IV,"세 수, 두 M",1737,523,435,31.476%,https://www.acmicpc.net/problem/2405
28298,Silver III,더 흔한 타일 색칠 문제,845,468,433,59.315%,https://www.acmicpc.net/problem/28298
29198,Silver III,이번에는 C번이 문자열,1052,467,432,49.885%,https://www.acmicpc.net/problem/29198
16471,Silver IV,작은 수 내기,1215,514,431,42.547%,https://www.acmicpc.net/problem/16471
26091,Silver I,현대모비스 소프트웨어 아카데미,799,478,428,60.882%,https://www.acmicpc.net/problem/26091
25947,Silver I,선물할인,2262,540,417,25.933%,https://www.acmicpc.net/problem/25947
18230,Silver I,2xN 예쁜 타일링,1901,481,408,26.824%,https://www.acmicpc.net/problem/18230
27940,Silver V,가지 산사태,1026,507,407,48.166%,https://www.acmicpc.net/problem/27940
25426,Silver IV,일차함수들,818,525,406,64.547%,https://www.acmicpc.net/problem/25426
23305,Silver IV,수강변경,1168,527,403,52.474%,https://www.acmicpc.net/problem/23305
19582,Gold III,200년간 폐관수련했더니 PS 최강자가 된 건에 대하여,2137,510,403,25.652%,https://www.acmicpc.net/problem/19582
23758,Silver I,중앙값 제거,1649,559,400,37.488%,https://www.acmicpc.net/problem/23758
12981,Silver IV,공 포장하기,1334,491,400,37.037%,https://www.acmicpc.net/problem/12981
32141,Bronze II,카드 게임 (Easy),572,427,393,75.432%,https://www.acmicpc.net/problem/32141
22988,Gold II,재활용 캠페인,2560,539,393,19.494%,https://www.acmicpc.net/problem/22988
12033,Silver V,김인천씨의 식료품가게 (Small),926,438,392,51.511%,https://www.acmicpc.net/problem/12033
23254,Gold V,나는 기말고사형 인간이야,1006,485,389,49.744%,https://www.acmicpc.net/problem/23254
17490,Gold III,일감호에 다리 놓기,2637,539,388,20.605%,https://www.acmicpc.net/problem/17490
17392,Silver I,우울한 방학,1502,440,387,30.000%,https://www.acmicpc.net/problem/17392
2777,Silver II,숫자 놀이,1237,439,387,36.441%,https://www.acmicpc.net/problem/2777
27466,Silver IV,그래서 대회 이름 뭐로 하죠,1638,425,385,33.161%,https://www.acmicpc.net/problem/27466
25315,Gold I,N수매화검법,1305,505,385,38.529%,https://www.acmicpc.net/problem/25315
27446,Silver III,랩실에서 잘 자요,1497,527,384,34.688%,https://www.acmicpc.net/problem/27446
2180,Platinum V,소방서의 고민,2806,516,384,18.991%,https://www.acmicpc.net/problem/2180
1474,Silver I,밑 줄,1096,475,383,46.034%,https://www.acmicpc.net/problem/1474
23561,Silver II,Young한 에너지는 부족하다,771,451,382,58.860%,https://www.acmicpc.net/problem/23561
30404,Silver IV,오리와 박수치는 춘배,744,423,379,60.063%,https://www.acmicpc.net/problem/30404
24524,Gold V,아름다운 문자열,1168,474,379,43.364%,https://www.acmicpc.net/problem/24524
13170,Silver IV,떨어진 수정,826,431,378,54.310%,https://www.acmicpc.net/problem/13170
25945,Silver III,컨테이너 재배치,1078,464,377,43.086%,https://www.acmicpc.net/problem/25945
19590,Gold I,비드맨,1343,454,377,35.905%,https://www.acmicpc.net/problem/19590
19541,Platinum V,역학 조사,1542,471,373,32.045%,https://www.acmicpc.net/problem/19541
3061,Silver II,사다리,866,454,372,58.675%,https://www.acmicpc.net/problem/3061
2923,Gold I,숫자 게임,1665,487,370,32.831%,https://www.acmicpc.net/problem/2923
2091,Gold III,동전,2800,573,370,21.301%,https://www.acmicpc.net/problem/2091
30205,Silver II,전역 임무,1584,453,367,27.388%,https://www.acmicpc.net/problem/30205
1294,Platinum III,문자열 장식,2232,627,365,23.338%,https://www.acmicpc.net/problem/1294
9414,Silver IV,프로그래밍 대회 전용 부지,652,389,363,62.051%,https://www.acmicpc.net/problem/9414
31880,Bronze II,K512컵 개최!,503,375,350,76.419%,https://www.acmicpc.net/problem/31880
28136,Silver V,"원, 탁!",1153,414,349,35.181%,https://www.acmicpc.net/problem/28136
27514,Silver III,1차원 2048,1167,415,347,36.565%,https://www.acmicpc.net/problem/27514
20041,Platinum V,Escaping,898,428,347,48.194%,https://www.acmicpc.net/problem/20041
25391,Gold V,특별상,933,416,346,49.288%,https://www.acmicpc.net/problem/25391
32069,Gold V,가로등,1857,450,344,26.554%,https://www.acmicpc.net/problem/32069
17305,Gold IV,사탕 배달,1933,401,343,22.521%,https://www.acmicpc.net/problem/17305
31066,Silver IV,비 오는 날,933,362,340,42.553%,https://www.acmicpc.net/problem/31066
24023,Gold V,아기 홍윤,1091,435,340,44.156%,https://www.acmicpc.net/problem/24023
12963,Platinum III,달리기,787,422,339,53.218%,https://www.acmicpc.net/problem/12963
25045,Silver III,비즈마켓,996,443,337,43.372%,https://www.acmicpc.net/problem/25045
23028,Silver V,5학년은 다니기 싫어요,991,399,336,41.126%,https://www.acmicpc.net/problem/23028
1047,Platinum V,울타리,1792,429,336,31.490%,https://www.acmicpc.net/problem/1047
13019,Gold IV,A를 B로,930,396,330,44.236%,https://www.acmicpc.net/problem/13019
